elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
68.2,loamy,6.08,2.34,4.45,1.43,14.2272,6.3635,2.598290598,3.111888112,1.366292135,1.636363636,1.63,0.91,6.96,13.29,63.12,3.771896075,2.522597867,2.235750766
247.5,loamy,5.21,2.98,4.95,1.55,15.5258,7.6725,1.748322148,3.193548387,1.052525253,1.922580645,0.26,1.43,8.01,15.53,57.3,3.940279178,2.769927797,2.023564679
104.4,loamy,6.56,2.87,4.37,1.4,18.8272,6.118,2.285714286,3.121428571,1.501144165,2.05,2.19,1.47,6.92,15.48,72.52,4.33903215,2.473459116,3.077345538
219.3,clay,5.38,2.73,3.64,1.14,14.6874,4.1496,1.970695971,3.192982456,1.478021978,2.394736842,1.74,1.59,6.07,14.63,52.23,3.832414383,2.0370567,3.539473684
250.8,sandy,6.28,2.81,4.27,1.07,17.6468,4.5689,2.234875445,3.990654206,1.470725995,2.626168224,2.01,1.74,8.73,16.66,68.75,4.200809446,2.137498538,3.862373876
190.5,loamy,6.15,2.91,3.94,1.37,17.8965,5.3978,2.113402062,2.875912409,1.560913706,2.124087591,2.21,1.54,8.58,14.54,67.29,4.230425511,2.323316595,3.315517433
235.2,sandy,6.18,2.11,4.33,1.31,13.0398,5.6723,2.928909953,3.305343511,1.427251732,1.610687023,1.85,0.8,8.47,15.46,71.41,3.611066325,2.381659086,2.298855843
215.5,loamy,5.42,2.71,4.54,1.49,14.6882,6.7646,2,3.046979866,1.193832599,1.818791946,0.88,1.22,9.3,17.29,50.47,3.832518754,2.600884465,2.171333117
138.9,loamy,6.85,3.55,4.77,1.23,24.3175,5.8671,1.929577465,3.87804878,1.4360587,2.886178862,2.08,2.32,7.33,16.58,54.79,4.931277725,2.422209735,4.144722265
252.2,clay,6.08,3.46,3.72,1.14,21.0368,4.2408,1.757225434,3.263157895,1.634408602,3.035087719,2.36,2.32,6.57,16.57,68.95,4.586589147,2.059320276,4.960573477
123.7,sandy,5.53,2.59,4.4,1.32,14.3227,5.808,2.135135135,3.333333333,1.256818182,1.962121212,1.13,1.27,7.93,12.7,48.74,3.784534317,2.409979253,2.466029614
192.8,clay,6.81,2.82,3.82,1.78,19.2042,6.7996,2.414893617,2.146067416,1.782722513,1.584269663,2.99,1.04,7.65,16.05,50.36,4.382259691,2.607604264,2.824313195
236.3,clay,5.69,3.04,3.91,1.54,17.2976,6.0214,1.871710526,2.538961039,1.455242967,1.974025974,1.78,1.5,7.16,13.24,57.07,4.15903835,2.453854111,2.872687415
144.7,sandy,6.26,2.2,4.55,0.76,13.772,3.458,2.845454545,5.986842105,1.375824176,2.894736842,1.71,1.44,7.92,12.44,61.15,3.711064537,1.859569843,3.98264893
125.7,clay,5.71,3.42,4.29,1.76,19.5282,7.5504,1.669590643,2.4375,1.331002331,1.943181818,1.42,1.66,7.39,14.86,69.55,4.419072301,2.747799119,2.58637953
164.8,loamy,6.28,2.87,3.9,1.12,18.0236,4.368,2.18815331,3.482142857,1.61025641,2.5625,2.38,1.75,6.16,13.19,58.89,4.245421063,2.089976076,4.126282051
254.5,loamy,5.7,2.48,4.19,1.4,14.136,5.866,2.298387097,2.992857143,1.360381862,1.771428571,1.51,1.08,7.56,16.58,56.35,3.759787228,2.421982659,2.409819298
282.5,loamy,7.4,3.14,3.52,1.08,23.236,3.8016,2.356687898,3.259259259,2.102272727,2.907407407,3.88,2.06,6.86,16.63,61.87,4.82037343,1.949769217,6.1121633
186.3,loamy,6.15,2.91,3.62,1,17.8965,3.62,2.113402062,3.62,1.698895028,2.91,2.53,1.91,8.23,11.19,62.82,4.230425511,1.902629759,4.94378453
215.4,loamy,5.85,2.96,4.53,1.23,17.316,5.5719,1.976351351,3.682926829,1.291390728,2.406504065,1.32,1.73,7.34,13.34,62.65,4.161249812,2.360487238,3.107737038
275.8,clay,5.73,2.81,4.4,0.98,16.1013,4.312,2.039145907,4.489795918,1.302272727,2.867346939,1.33,1.83,9.11,12.08,58.93,4.012642521,2.076535576,3.734067718
74.6,clay,6.43,2.96,4.72,2.13,19.0328,10.0536,2.172297297,2.215962441,1.362288136,1.389671362,1.71,0.83,9.6,14.07,48.27,4.362659739,3.170741238,1.893132808
108,loamy,6.49,2.95,4.95,1.41,19.1455,6.9795,2.2,3.510638298,1.311111111,2.092198582,1.54,1.54,8.68,15.91,54.49,4.375557107,2.641874335,2.743104807
227.2,loamy,6.16,2.53,5.02,1.02,15.5848,5.1204,2.434782609,4.921568627,1.227091633,2.480392157,1.14,1.51,6.45,14.52,68.52,3.947758858,2.262830086,3.043668463
255.9,clay,5.66,2.96,4.64,1.29,16.7536,5.9856,1.912162162,3.596899225,1.219827586,2.294573643,1.02,1.67,9.51,13.82,61.12,4.093116172,2.446548589,2.798984229
264.3,sandy,5.23,2.37,4.75,1.35,12.3951,6.4125,2.206751055,3.518518519,1.101052632,1.755555556,0.48,1.02,9.58,17.6,58.06,3.52066755,2.532291452,1.932959064
153.8,clay,5.8,3.01,4.01,1.14,17.458,4.5714,1.926910299,3.51754386,1.44638404,2.640350877,1.79,1.87,8.02,10.39,66.71,4.178277157,2.138083254,3.818961369
72.3,clay,5.5,2.86,5.74,1.59,15.73,9.1266,1.923076923,3.610062893,0.958188153,1.798742138,-0.24,1.27,9.32,17.47,53.22,3.966106403,3.021026316,1.723533408
159.4,clay,5.07,2.47,4.65,1.87,12.5229,8.6955,2.052631579,2.486631016,1.090322581,1.320855615,0.42,0.6,7.45,13.91,58.65,3.538770973,2.948813321,1.440158703
107.7,clay,5.86,3.31,5.28,1.44,19.3966,7.6032,1.770392749,3.666666667,1.109848485,2.298611111,0.58,1.87,6.13,14.84,60.83,4.404157127,2.75739007,2.551110059
122.8,clay,6.45,3.52,3.14,1.43,22.704,4.4902,1.832386364,2.195804196,2.054140127,2.461538462,3.31,2.09,7.24,13.95,57.35,4.764871457,2.119009202,5.056344929
243.1,sandy,5.42,2.42,3.86,1.23,13.1164,4.7478,2.239669421,3.138211382,1.404145078,1.967479675,1.56,1.19,9.73,18.09,60.6,3.621657079,2.178944699,2.762626901
68.9,loamy,5.76,3.02,4,1.12,17.3952,4.48,1.907284768,3.571428571,1.44,2.696428571,1.76,1.9,6.51,12.54,58.87,4.170755327,2.116601049,3.882857143
256.9,loamy,5.84,2.37,4.67,1.25,13.8408,5.8375,2.464135021,3.736,1.250535332,1.896,1.17,1.12,8,15.02,51.6,3.720322567,2.416091886,2.371014989
156.9,sandy,7.24,2.07,4.08,1.1,14.9868,4.488,3.497584541,3.709090909,1.774509804,1.881818182,3.16,0.97,8.03,16.05,61.09,3.871278858,2.118490028,3.339304813
199,loamy,5.97,3.26,4.77,1.38,19.4622,6.5826,1.831288344,3.456521739,1.251572327,2.362318841,1.2,1.88,7.49,11.78,52.03,4.41159835,2.56565781,2.956612889
72.4,loamy,6.27,3.11,4.58,1.31,19.4997,5.9998,2.01607717,3.496183206,1.368995633,2.374045802,1.69,1.8,7.56,13.16,60.99,4.415846465,2.449448918,3.250058335
134.3,loamy,5.65,2.78,5.15,1.21,15.707,6.2315,2.032374101,4.256198347,1.097087379,2.297520661,0.5,1.57,8.07,14.7,68.24,3.963205773,2.496297258,2.52058092
72.4,sandy,6.99,2.35,4.11,1.09,16.4265,4.4799,2.974468085,3.770642202,1.700729927,2.155963303,2.88,1.26,7.44,13.23,58.31,4.05296188,2.116577426,3.666711311
290.4,sandy,6.25,1.7,4.04,0.97,10.625,3.9188,3.676470588,4.164948454,1.547029703,1.75257732,2.21,0.73,6.58,13.37,52.97,3.259601203,1.979595918,2.71128917
251.8,loamy,6.46,2.64,3.95,1.34,17.0544,5.293,2.446969697,2.947761194,1.635443038,1.970149254,2.51,1.3,8.22,14.3,59.24,4.129697325,2.300652081,3.222066881
164.9,loamy,5.51,2.46,3.47,1.5,13.5546,5.205,2.239837398,2.313333333,1.587896254,1.64,2.04,0.96,9.07,16.3,55.01,3.681657236,2.281446909,2.604149856
105.9,loamy,6.03,2.09,4.3,1.3,12.6027,5.59,2.885167464,3.307692308,1.402325581,1.607692308,1.73,0.79,8.87,14.31,63.57,3.550028169,2.364318084,2.25450805
283.4,clay,6.2,2.71,4.5,1.7,16.802,7.65,2.287822878,2.647058824,1.377777778,1.594117647,1.7,1.01,7.19,17.16,59.11,4.099024274,2.765863337,2.196339869
136.1,clay,6.69,3.39,4.38,1.4,22.6791,6.132,1.973451327,3.128571429,1.52739726,2.421428571,2.31,1.99,6.75,13,70.26,4.762257868,2.476287544,3.698483366
90.2,clay,6.62,3.56,4.23,1.42,23.5672,6.0066,1.859550562,2.978873239,1.56501182,2.507042254,2.39,2.14,7.72,12.5,66.98,4.85460606,2.450836592,3.923550761
190.8,sandy,5.91,2.73,4.61,1.34,16.1343,6.1774,2.164835165,3.440298507,1.281995662,2.037313433,1.3,1.39,9.57,18.85,59.08,4.01675242,2.485437587,2.611826982
285.9,loamy,6.62,3.05,4.53,1.17,20.191,5.3001,2.170491803,3.871794872,1.461368653,2.606837607,2.09,1.88,8.65,13.68,64.29,4.493439662,2.302194605,3.809550763
51,sandy,6.46,2.44,4.42,1,15.7624,4.42,2.647540984,4.42,1.461538462,2.44,2.04,1.44,8.7,12.38,57.64,3.970188912,2.102379604,3.566153846
109.5,sandy,7.22,2.78,4.77,1.22,20.0716,5.8194,2.597122302,3.909836066,1.513626834,2.278688525,2.45,1.56,8.89,11.52,60.2,4.480133927,2.412343259,3.449084098
284.6,sandy,5.35,2.5,4.3,1.31,13.375,5.633,2.14,3.282442748,1.244186047,1.908396947,1.05,1.19,8.42,17.15,57.83,3.65718471,2.373394194,2.374400852
92.8,loamy,5.9,2.68,5.63,1.31,15.812,7.3753,2.201492537,4.297709924,1.047957371,2.045801527,0.27,1.37,8.12,14.32,64.6,3.97643056,2.715750357,2.14391279
78.3,clay,6.15,2.57,4.1,1.29,15.8055,5.289,2.392996109,3.178294574,1.5,1.992248062,2.05,1.28,8.66,14.49,68.6,3.97561316,2.299782598,2.988372093
192.5,loamy,5.43,3.27,4.14,1.45,17.7561,6.003,1.660550459,2.855172414,1.311594203,2.255172414,1.29,1.82,7.45,14.68,64.79,4.213798761,2.450102039,2.957871064
265.5,loamy,5.6,3.12,4.35,1.49,17.472,6.4815,1.794871795,2.919463087,1.287356322,2.093959732,1.25,1.63,6.59,17.03,65.53,4.179952153,2.545879023,2.695672298
169.3,sandy,6.01,2.57,3.82,1.32,15.4457,5.0424,2.338521401,2.893939394,1.573298429,1.946969697,2.19,1.25,8.72,14.64,65.54,3.93010178,2.245528891,3.063164366
298.6,sandy,6.2,2.15,3.72,1.08,13.33,4.0176,2.88372093,3.444444444,1.666666667,1.990740741,2.48,1.07,9.24,19.69,63.31,3.651027253,2.004395171,3.317901235
219.8,sandy,6.25,2.07,4.27,0.81,12.9375,3.4587,3.019323671,5.271604938,1.463700234,2.555555556,1.98,1.26,6.88,15.27,53.16,3.596873642,1.859758049,3.740567265
68.5,clay,5.99,3.29,4.89,1.66,19.7071,8.1174,1.820668693,2.945783133,1.224948875,1.981927711,1.1,1.63,8.82,17.12,70.21,4.439267958,2.849105123,2.42776012
298.2,clay,5.43,2.43,4.52,1.45,13.1949,6.554,2.234567901,3.117241379,1.201327434,1.675862069,0.91,0.98,9.68,16.61,70.83,3.632478493,2.560078124,2.013259078
152,clay,5.93,3.1,4.38,1.13,18.383,4.9494,1.912903226,3.876106195,1.353881279,2.743362832,1.55,1.97,8,14.93,58.6,4.287540087,2.224724702,3.714187578
121.9,loamy,6.07,3.08,4.84,1.2,18.6956,5.808,1.970779221,4.033333333,1.254132231,2.566666667,1.23,1.88,7.18,13.83,57.78,4.323840885,2.409979253,3.218939394
189.5,sandy,6.14,2.08,4.38,1.24,12.7712,5.4312,2.951923077,3.532258065,1.401826484,1.677419355,1.76,0.84,8.12,15.66,63.67,3.573681575,2.33049351,2.351450876
126.1,loamy,5.73,2.8,4.92,1.45,16.044,7.134,2.046428571,3.393103448,1.164634146,1.931034483,0.81,1.35,7.45,16.02,63.3,4.005496224,2.670954885,2.248948696
71.6,clay,6.46,3.45,4.44,1.31,22.287,5.8164,1.872463768,3.389312977,1.454954955,2.633587786,2.02,2.14,7.38,13.85,58.79,4.720910929,2.411721377,3.831751599
50.4,sandy,6.61,2.69,5.06,0.87,17.7809,4.4022,2.457249071,5.816091954,1.306324111,3.091954023,1.55,1.82,8.43,15.33,52.5,4.216740447,2.098142035,4.039094089
162.4,clay,6.92,3.4,4.2,1.6,23.528,6.72,2.035294118,2.625,1.647619048,2.125,2.72,1.8,6.4,17.47,61.83,4.850566977,2.592296279,3.501190476
259.2,sandy,5.95,2.49,4.1,1.31,14.8155,5.371,2.389558233,3.129770992,1.451219512,1.900763359,1.85,1.18,6.56,19.14,63.31,3.849090802,2.317541801,2.758424874
193.1,sandy,5.48,2.71,4.03,1.36,14.8508,5.4808,2.022140221,2.963235294,1.359801489,1.992647059,1.45,1.35,8.02,16.71,64.35,3.853673572,2.341110847,2.709604437
299.8,loamy,6.1,2.12,4.32,1.05,12.932,4.536,2.877358491,4.114285714,1.412037037,2.019047619,1.78,1.07,7.98,18.73,62.1,3.596109008,2.129788722,2.850970018
121.7,loamy,5.94,2.76,4.74,1.44,16.3944,6.8256,2.152173913,3.291666667,1.253164557,1.916666667,1.2,1.32,8.34,13.74,58.37,4.048999877,2.612584927,2.401898734
120.1,clay,5.7,3.72,5.61,1.49,21.204,8.3589,1.532258065,3.765100671,1.016042781,2.496644295,0.09,2.23,9.88,16.4,65.96,4.604780125,2.891176231,2.536697412
89.9,loamy,6.83,3.22,5.42,1.33,21.9926,7.2086,2.121118012,4.07518797,1.260147601,2.421052632,1.41,1.89,8.1,17.68,60.4,4.689626851,2.68488361,3.050883667
91,loamy,6.98,3.34,4.27,1.21,23.3132,5.1667,2.089820359,3.52892562,1.634660422,2.760330579,2.71,2.13,8.6,13.21,57.21,4.828374468,2.273037615,4.512203147
121.3,loamy,7.36,2.6,4.64,1.05,19.136,4.872,2.830769231,4.419047619,1.586206897,2.476190476,2.72,1.55,7.02,14.03,58.92,4.374471397,2.207260746,3.927750411
248.2,sandy,6.6,2.51,4.01,1.17,16.566,4.6917,2.629482072,3.427350427,1.645885287,2.145299145,2.59,1.34,8.77,18.48,49.52,4.070135133,2.166033241,3.530916299
276.4,loamy,5.91,2.96,4.38,1.34,17.4936,5.8692,1.996621622,3.268656716,1.349315068,2.208955224,1.53,1.62,7.47,13.05,58.91,4.182535116,2.422643185,2.980576569
293.8,clay,6.02,2.66,3.13,1.34,16.0132,4.1942,2.263157895,2.335820896,1.923322684,1.985074627,2.89,1.32,8.07,12.32,64.13,4.00164966,2.047974609,3.817939059
108.1,sandy,7.24,2.69,4.63,1.06,19.4756,4.9078,2.691449814,4.367924528,1.563714903,2.537735849,2.61,1.63,7.89,18.06,62.04,4.413116812,2.215355502,3.968295367
270.3,sandy,5.9,2.25,4.1,1.17,13.275,4.797,2.622222222,3.504273504,1.43902439,1.923076923,1.8,1.08,9.03,17.39,69.12,3.64348734,2.19020547,2.767354597
132.1,loamy,5.68,3.01,4.48,1.09,17.0968,4.8832,1.887043189,4.110091743,1.267857143,2.76146789,1.2,1.92,6.69,15.86,58.42,4.134827687,2.209796371,3.501146789
78.2,sandy,6.76,2.2,4.58,0.86,14.872,3.9388,3.072727273,5.325581395,1.475982533,2.558139535,2.18,1.34,5.72,14.91,62.92,3.856423213,1.984641025,3.77576927
267.5,clay,5.91,3.3,4.36,1.63,19.503,7.1068,1.790909091,2.674846626,1.355504587,2.024539877,1.55,1.67,7.79,14.12,64.76,4.416220103,2.665858211,2.744273091
209,clay,5.85,2.86,4.07,1.46,16.731,5.9422,2.045454545,2.787671233,1.437346437,1.95890411,1.78,1.4,8.47,15.56,74.06,4.090354508,2.437662815,2.815623843
91.2,sandy,6.05,2.33,4.39,0.9,14.0965,3.951,2.596566524,4.877777778,1.378132118,2.588888889,1.66,1.43,8.15,18.16,60.87,3.754530596,1.987712253,3.567830929
157.5,loamy,5.8,2.9,4.14,1.28,16.82,5.2992,2,3.234375,1.400966184,2.265625,1.66,1.62,9.23,15.48,53.73,4.101219331,2.301999131,3.17406401
121.8,loamy,5.69,2.41,4.77,1.22,13.7129,5.8194,2.360995851,3.909836066,1.192872117,1.975409836,0.92,1.19,8.44,19.33,65.09,3.703093302,2.412343259,2.356411314
234.2,sandy,5.56,2.12,4.02,1.06,11.7872,4.2612,2.622641509,3.79245283,1.383084577,2,1.54,1.06,7.44,13.2,71.19,3.43324919,2.064267425,2.766169154
163.4,clay,6.19,2.95,3.78,1.38,18.2605,5.2164,2.098305085,2.739130435,1.637566138,2.137681159,2.41,1.57,5.67,14.96,58.06,4.273230628,2.283943957,3.50059428
297.3,sandy,5.9,2.21,4.04,0.97,13.039,3.9188,2.669683258,4.164948454,1.46039604,2.278350515,1.86,1.24,7.76,14.25,65.05,3.610955552,1.979595918,3.32729407
63.7,loamy,6.15,2.87,4.9,0.99,17.6505,4.851,2.142857143,4.949494949,1.255102041,2.898989899,1.25,1.88,9.03,12.83,67.37,4.201249814,2.202498581,3.638528139
138.8,loamy,6.59,2.54,4.71,1.86,16.7386,8.7606,2.594488189,2.532258065,1.399150743,1.365591398,1.88,0.68,7.61,14.69,66.1,4.091283417,2.959831076,1.910668219
170.5,sandy,5.84,2.15,4.15,0.82,12.556,3.403,2.71627907,5.06097561,1.407228916,2.62195122,1.69,1.33,8.03,15.83,60.75,3.543444652,1.844722201,3.689685572
175.8,clay,5.78,2.82,4.62,1.31,16.2996,6.0522,2.04964539,3.526717557,1.251082251,2.152671756,1.16,1.51,8.42,16.05,55.81,4.03727631,2.460121948,2.693169426
129,sandy,7.31,2.59,5.2,1.04,18.9329,5.408,2.822393822,5,1.405769231,2.490384615,2.11,1.55,6.98,19.34,59.51,4.351195238,2.325510697,3.500906065
232.3,clay,6.1,2.42,4.5,1.56,14.762,7.02,2.520661157,2.884615385,1.355555556,1.551282051,1.6,0.86,8.62,15.93,62.75,3.842134823,2.64952826,2.102849003
268.7,clay,5.89,2.61,4.23,1.74,15.3729,7.3602,2.256704981,2.431034483,1.392434988,1.5,1.66,0.87,9.64,17.3,65.45,3.920828994,2.712968853,2.088652482
284.7,sandy,6.52,2.4,4.18,1.41,15.648,5.8938,2.716666667,2.964539007,1.559808612,1.70212766,2.34,0.99,7.83,15.13,62,3.955755301,2.427714975,2.654993383
251.3,sandy,5.01,2.06,4.47,0.98,10.3206,4.3806,2.432038835,4.56122449,1.120805369,2.102040816,0.54,1.08,6.87,18.36,57.72,3.212569065,2.092988294,2.355978633
262.6,clay,5.78,3.04,4.85,1.45,17.5712,7.0325,1.901315789,3.344827586,1.191752577,2.096551724,0.93,1.59,7.93,19.8,63.33,4.191801522,2.651886121,2.498570921
187.6,clay,7.04,2.99,4.88,1.67,21.0496,8.1496,2.35451505,2.922155689,1.442622951,1.790419162,2.16,1.32,5.78,16.06,65.16,4.587984307,2.854750427,2.582899774
256.5,clay,6.62,2.65,4.42,1.09,17.543,4.8178,2.498113208,4.055045872,1.497737557,2.431192661,2.2,1.56,8.34,13.01,62.28,4.188436462,2.194948747,3.641288555
125.9,clay,5.89,2.81,4.62,1.2,16.5509,5.544,2.096085409,3.85,1.274891775,2.341666667,1.27,1.61,8.45,13.9,54.98,4.068279735,2.354570024,2.985371573
149.6,loamy,6.03,3.1,4.46,1.3,18.693,5.798,1.94516129,3.430769231,1.352017937,2.384615385,1.57,1.8,9.68,15.56,58.91,4.323540216,2.407903653,3.224042773
129.2,sandy,6.96,2.35,3.94,1.21,16.356,4.7674,2.961702128,3.256198347,1.766497462,1.94214876,3.02,1.14,7.81,15.91,65.69,4.044255185,2.183437657,3.430800856
166.8,clay,6.45,3.08,3.87,1.37,19.866,5.3019,2.094155844,2.824817518,1.666666667,2.248175182,2.58,1.71,8.41,16.4,51.7,4.457129121,2.302585503,3.746958637
121.4,sandy,5.66,2.48,4.11,1.09,14.0368,4.4799,2.282258065,3.770642202,1.377128954,2.275229358,1.55,1.39,7.14,15.92,47.44,3.746571766,2.116577426,3.133284225
290.4,clay,5.5,2.75,4.4,1.35,15.125,5.94,2,3.259259259,1.25,2.037037037,1.1,1.4,7.64,15.01,69.05,3.889087297,2.437211521,2.546296296
128.2,sandy,6.01,2.52,4.7,1.24,15.1452,5.828,2.384920635,3.790322581,1.278723404,2.032258065,1.31,1.28,6.47,13.73,63.07,3.89168344,2.4141251,2.598695951
74.5,sandy,6.33,2.17,3.48,1.03,13.7361,3.5844,2.917050691,3.378640777,1.818965517,2.106796117,2.85,1.14,7.81,15.8,63.64,3.706224494,1.893251172,3.832189488
181.7,clay,5.96,3.03,3.63,1.3,18.0588,4.719,1.9669967,2.792307692,1.641873278,2.330769231,2.33,1.73,7.69,18.71,53.54,4.249564684,2.172325942,3.826827718
64.3,clay,6.01,3.2,3.43,1.01,19.232,3.4643,1.878125,3.396039604,1.752186589,3.168316832,2.58,2.19,8.3,17.04,64.43,4.385430424,1.861263012,5.551482262
77.6,sandy,6.02,2.82,3.08,1.03,16.9764,3.1724,2.134751773,2.990291262,1.954545455,2.737864078,2.94,1.79,7.38,16.07,61.65,4.120242711,1.781123241,5.351279788
104.8,sandy,6.33,1.8,4.25,1.17,11.394,4.9725,3.516666667,3.632478632,1.489411765,1.538461538,2.08,0.63,8.08,17.06,50.49,3.375499963,2.229910312,2.291402715
166.1,sandy,6.17,3.43,4.58,1.14,21.1631,5.2212,1.798833819,4.01754386,1.347161572,3.00877193,1.59,2.29,7.67,14.26,68.55,4.600336944,2.28499453,4.053301923
158.3,loamy,5.75,2.88,3.24,1.61,16.56,5.2164,1.996527778,2.01242236,1.774691358,1.788819876,2.51,1.27,7.67,13.98,60.95,4.06939799,2.283943957,3.174603175
249.9,clay,5.58,3.01,4.22,1.25,16.7958,5.275,1.853820598,3.376,1.322274882,2.408,1.36,1.76,8.08,13.5,57.62,4.098267927,2.296736816,3.184037915
234.9,loamy,5.66,2.36,3.4,1.39,13.3576,4.726,2.398305085,2.446043165,1.664705882,1.697841727,2.26,0.97,8.04,14.75,57.73,3.654805056,2.173936522,2.82640711
156.6,loamy,5.56,2.81,3.99,1.5,15.6236,5.985,1.978647687,2.66,1.393483709,1.873333333,1.57,1.31,8.76,14.16,47.91,3.952669984,2.446425965,2.610459482
133.4,clay,6.7,3.74,4.11,1.63,25.058,6.6993,1.79144385,2.521472393,1.630170316,2.294478528,2.59,2.11,7.88,17.42,63.56,5.00579664,2.588300601,3.740390787
129.1,clay,6.31,3.47,4.38,1.53,21.8957,6.7014,1.818443804,2.862745098,1.440639269,2.267973856,1.93,1.94,7.65,14.05,61.57,4.679284133,2.588706241,3.267332199
243.5,loamy,5.77,2.84,3.98,1.45,16.3868,5.771,2.031690141,2.744827586,1.449748744,1.95862069,1.79,1.39,7.82,13.39,58.84,4.048061264,2.402290574,2.839507884
63,clay,6.31,3.08,4.47,1.47,19.4348,6.5709,2.048701299,3.040816327,1.41163311,2.095238095,1.84,1.61,7.29,18.89,67.67,4.408491806,2.563376679,2.957707468
53.2,sandy,6.71,2.24,5.22,1.22,15.0304,6.3684,2.995535714,4.278688525,1.285440613,1.836065574,1.49,1.02,7.64,14.1,51.7,3.876905983,2.523568901,2.360153257
248.9,sandy,6.28,2.76,3.97,1.35,17.3328,5.3595,2.275362319,2.940740741,1.58186398,2.044444444,2.31,1.41,10.03,15.31,56.42,4.163267947,2.315059394,3.234033025
169.3,loamy,5.04,2.71,3.9,1.22,13.6584,4.758,1.859778598,3.196721311,1.292307692,2.221311475,1.14,1.49,7.09,15.9,54.9,3.695727263,2.181284026,2.870617907
82.7,loamy,6.67,2.73,5.04,1.16,18.2091,5.8464,2.443223443,4.344827586,1.323412698,2.353448276,1.63,1.57,7.72,12.73,58.33,4.267212205,2.417933002,3.114583333
108.9,clay,6.37,2.08,4.6,1.21,13.2496,5.566,3.0625,3.801652893,1.384782609,1.719008264,1.77,0.87,7.61,17.47,60.4,3.64,2.359237165,2.380452749
283.1,clay,6.53,3.42,4.11,1.11,22.3326,4.5621,1.909356725,3.702702703,1.588807786,3.081081081,2.42,2.31,7.75,16.27,62.58,4.725738038,2.135907301,4.895245611
264.9,loamy,5.36,3.43,4.42,1.65,18.3848,7.293,1.562682216,2.678787879,1.212669683,2.078787879,0.94,1.78,7.67,18.12,57.92,4.287749993,2.700555498,2.520883039
227.4,loamy,6.42,2.54,4.87,1.29,16.3068,6.2823,2.527559055,3.775193798,1.318275154,1.968992248,1.55,1.25,8.28,13.64,54.74,4.038167901,2.506451675,2.595673559
170.6,sandy,5.68,2.14,3.72,0.96,12.1552,3.5712,2.654205607,3.875,1.52688172,2.229166667,1.96,1.18,6.29,15.2,70.12,3.48643084,1.88976189,3.403673835
180.1,sandy,6.16,2.37,4.97,1.21,14.5992,6.0137,2.599156118,4.107438017,1.23943662,1.958677686,1.19,1.16,9.04,15.08,74.47,3.820889949,2.452284649,2.42765685
293.8,clay,4.92,3.14,3.43,1.57,15.4488,5.3851,1.566878981,2.184713376,1.434402332,2,1.49,1.57,8.63,15.53,60.86,3.930496152,2.320581824,2.868804665
291.4,sandy,6.32,2.46,3.5,1.37,15.5472,4.795,2.569105691,2.554744526,1.805714286,1.795620438,2.82,1.09,6.76,12.09,55.46,3.942993786,2.189748844,3.242377477
103.8,clay,6.65,3.14,4.95,1.15,20.881,5.6925,2.117834395,4.304347826,1.343434343,2.730434783,1.7,1.99,5.73,15.22,68.85,4.569573284,2.385896058,3.668159859
252.8,clay,6.2,3.15,4.25,1.6,19.53,6.8,1.968253968,2.65625,1.458823529,1.96875,1.95,1.55,7.02,12.15,51.32,4.419275959,2.607680962,2.872058824
99.3,clay,6.24,3.15,3.66,1.23,19.656,4.5018,1.980952381,2.975609756,1.704918033,2.56097561,2.58,1.92,7.76,15.72,57.99,4.433508768,2.121744565,4.366253499
103.4,sandy,7.08,2.58,4.27,1.62,18.2664,6.9174,2.744186047,2.635802469,1.658079625,1.592592593,2.81,0.96,10.58,10.74,55.82,4.273920916,2.630095055,2.640645329
219,loamy,5.38,2.8,4.36,1.22,15.064,5.3192,1.921428571,3.573770492,1.233944954,2.295081967,1.02,1.58,8.54,11.3,53.04,3.881236916,2.30633909,2.832004813
151.3,loamy,6.04,2.7,4.03,0.95,16.308,3.8285,2.237037037,4.242105263,1.498759305,2.842105263,2.01,1.75,6.19,16.64,58.32,4.038316481,1.956655309,4.25963171
282.9,sandy,5.67,2.84,3.28,0.89,16.1028,2.9192,1.996478873,3.685393258,1.728658537,3.191011236,2.39,1.95,7.31,13.91,54.81,4.012829426,1.708566651,5.516168813
72.3,loamy,6.57,2.29,4.78,1,15.0453,4.78,2.868995633,4.78,1.374476987,2.29,1.79,1.29,7.95,13.02,60.08,3.878827142,2.186321111,3.147552301
177.9,clay,5.85,3.48,4.7,1.34,20.358,6.298,1.681034483,3.507462687,1.244680851,2.597014925,1.15,2.14,8.25,17.54,60.16,4.511984043,2.509581638,3.232454748
279.6,loamy,5.56,3.24,3.61,0.99,18.0144,3.5739,1.716049383,3.646464646,1.540166205,3.272727273,1.95,2.25,6.69,15.66,56.27,4.244337404,1.890476131,5.040543944
276,sandy,5.62,2.58,3.45,0.65,14.4996,2.2425,2.178294574,5.307692308,1.628985507,3.969230769,2.17,1.93,7.87,16.74,57.78,3.80783403,1.497497913,6.465819398
